strain	accession	strain_name	date	host	country	virus	subtype	type	sequence_locus
nl63/KT359799/12MYKL0863/2012	KT359799	12MYKL0863	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359842/12MYKL0863/2012	KT359842	12MYKL0863	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359884/12MYKL0863/2012	KT359884	12MYKL0863	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359800/12MYKL0865/2012	KT359800	12MYKL0865	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359843/12MYKL0865/2012	KT359843	12MYKL0865	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359885/12MYKL0865/2012	KT359885	12MYKL0865	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359801/12MYKL0880/2012	KT359801	12MYKL0880	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359844/12MYKL0880/2012	KT359844	12MYKL0880	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359886/12MYKL0880/2012	KT359886	12MYKL0880	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359802/12MYKL0903/2012	KT359802	12MYKL0903	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359845/12MYKL0903/2012	KT359845	12MYKL0903	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359887/12MYKL0903/2012	KT359887	12MYKL0903	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359803/12MYKL0943/2012	KT359803	12MYKL0943	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359846/12MYKL0943/2012	KT359846	12MYKL0943	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359888/12MYKL0943/2012	KT359888	12MYKL0943	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359804/12MYKL0964/2012	KT359804	12MYKL0964	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359847/12MYKL0964/2012	KT359847	12MYKL0964	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359889/12MYKL0964/2012	KT359889	12MYKL0964	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359805/12MYKL0967/2012	KT359805	12MYKL0967	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359848/12MYKL0967/2012	KT359848	12MYKL0967	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359890/12MYKL0967/2012	KT359890	12MYKL0967	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359806/12MYKL1002/2012	KT359806	12MYKL1002	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359849/12MYKL1002/2012	KT359849	12MYKL1002	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359891/12MYKL1002/2012	KT359891	12MYKL1002	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359807/12MYKL1007/2012	KT359807	12MYKL1007	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359850/12MYKL1007/2012	KT359850	12MYKL1007	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359892/12MYKL1007/2012	KT359892	12MYKL1007	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359808/12MYKL1013/2012	KT359808	12MYKL1013	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359851/12MYKL1013/2012	KT359851	12MYKL1013	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359893/12MYKL1013/2012	KT359893	12MYKL1013	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359809/12MYKL1055/2012	KT359809	12MYKL1055	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359852/12MYKL1055/2012	KT359852	12MYKL1055	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359894/12MYKL1055/2012	KT359894	12MYKL1055	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359810/12MYKL1064/2012	KT359810	12MYKL1064	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359853/12MYKL1064/2012	KT359853	12MYKL1064	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359895/12MYKL1064/2012	KT359895	12MYKL1064	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359811/12MYKL1079/2012	KT359811	12MYKL1079	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359854/12MYKL1079/2012	KT359854	12MYKL1079	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359896/12MYKL1079/2012	KT359896	12MYKL1079	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359812/12MYKL1088/2012	KT359812	12MYKL1088	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359855/12MYKL1088/2012	KT359855	12MYKL1088	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359897/12MYKL1088/2012	KT359897	12MYKL1088	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359813/12MYKL1089/2012	KT359813	12MYKL1089	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359856/12MYKL1089/2012	KT359856	12MYKL1089	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359898/12MYKL1089/2012	KT359898	12MYKL1089	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359814/12MYKL1193/2012	KT359814	12MYKL1193	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359857/12MYKL1193/2012	KT359857	12MYKL1193	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359899/12MYKL1193/2012	KT359899	12MYKL1193	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359815/12MYKL1195/2012	KT359815	12MYKL1195	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359858/12MYKL1195/2012	KT359858	12MYKL1195	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359900/12MYKL1195/2012	KT359900	12MYKL1195	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359816/12MYKL1197/2012	KT359816	12MYKL1197	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359859/12MYKL1197/2012	KT359859	12MYKL1197	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359901/12MYKL1197/2012	KT359901	12MYKL1197	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359817/12MYKL1229/2012	KT359817	12MYKL1229	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359860/12MYKL1229/2012	KT359860	12MYKL1229	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359902/12MYKL1229/2012	KT359902	12MYKL1229	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359818/12MYKL1238/2012	KT359818	12MYKL1238	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359861/12MYKL1238/2012	KT359861	12MYKL1238	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359903/12MYKL1238/2012	KT359903	12MYKL1238	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359819/12MYKL1253/2012	KT359819	12MYKL1253	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359862/12MYKL1253/2012	KT359862	12MYKL1253	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359905/12MYKL1253/2012	KT359905	12MYKL1253	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359820/12MYKL1288/2012	KT359820	12MYKL1288	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359863/12MYKL1288/2012	KT359863	12MYKL1288	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359904/12MYKL1288/2012	KT359904	12MYKL1288	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359821/12MYKL1336/2012	KT359821	12MYKL1336	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359864/12MYKL1336/2012	KT359864	12MYKL1336	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359906/12MYKL1336/2012	KT359906	12MYKL1336	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359822/12MYKL1337/2012	KT359822	12MYKL1337	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359865/12MYKL1337/2012	KT359865	12MYKL1337	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359907/12MYKL1337/2012	KT359907	12MYKL1337	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359823/12MYKL1350/2012	KT359823	12MYKL1350	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359866/12MYKL1350/2012	KT359866	12MYKL1350	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359908/12MYKL1350/2012	KT359908	12MYKL1350	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359824/12MYKL1528/2012	KT359824	12MYKL1528	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359867/12MYKL1528/2012	KT359867	12MYKL1528	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359909/12MYKL1528/2012	KT359909	12MYKL1528	2012-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359825/13MYKL1791/2013	KT359825	13MYKL1791	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359868/13MYKL1791/2013	KT359868	13MYKL1791	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359910/13MYKL1791/2013	KT359910	13MYKL1791	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359826/13MYKL1797/2013	KT359826	13MYKL1797	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359869/13MYKL1797/2013	KT359869	13MYKL1797	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359911/13MYKL1797/2013	KT359911	13MYKL1797	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359827/13MYKL1870/2013	KT359827	13MYKL1870	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359870/13MYKL1870/2013	KT359870	13MYKL1870	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359912/13MYKL1870/2013	KT359912	13MYKL1870	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359828/13MYKL2005/2013	KT359828	13MYKL2005	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359871/13MYKL2005/2013	KT359871	13MYKL2005	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT359913/13MYKL2005/2013	KT359913	13MYKL2005	2013-XX-XX	Human	Malaysia	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055591/180A_2007/2007	KM055591	180A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055612/180A_2007/2007	KM055612	180A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055638/180A_2007/2007	KM055638	180A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055592/188A_2007/2007	KM055592	188A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055613/188A_2007/2007	KM055613	188A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055647/188A_2007/2007	KM055647	188A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055593/197A_2007/2007	KM055593	197A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055614/197A_2007/2007	KM055614	197A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055639/197A_2007/2007	KM055639	197A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055610/2093A_2010/2010	KM055610	2093A_2010	2010-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055631/2093A_2010/2010	KM055631	2093A_2010	2010-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055633/2093A_2010/2010	KM055633	2093A_2010	2010-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055594/225A_2007/2007	KM055594	225A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055615/225A_2007/2007	KM055615	225A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055640/225A_2007/2007	KM055640	225A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055595/236A_2007/2007	KM055595	236A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055616/236A_2007/2007	KM055616	236A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055641/236A_2007/2007	KM055641	236A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055596/277A_2007/2007	KM055596	277A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055617/277A_2007/2007	KM055617	277A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055642/277A_2007/2007	KM055642	277A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656153/37201/2006	FJ656153	37201	2006-02-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656154/37214/2006	FJ656154	37214	2006-03-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656155/37261/2006	FJ656155	37261	2006-03-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656156/37300/2006	FJ656156	37300	2006-03-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055597/374A_2007/2007	KM055597	374A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055618/374A_2007/2007	KM055618	374A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055644/374A_2007/2007	KM055644	374A_2007	2007-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656157/41620/2007	FJ656157	41620	2007-02-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656158/41633/2007	FJ656158	41633	2007-02-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656159/41645/2007	FJ656159	41645	2007-02-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656160/41687/2007	FJ656160	41687	2007-03-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656161/41836/2007	FJ656161	41836	2007-03-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656162/41898/2007	FJ656162	41898	2007-03-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656163/41946/2007	FJ656163	41946	2007-03-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656164/41988/2007	FJ656164	41988	2007-03-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656165/42073/2007	FJ656165	42073	2007-04-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656166/42174/2007	FJ656166	42174	2007-04-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/FJ656167/42234/2007	FJ656167	42234	2007-05-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055598/909A_2008/2008	KM055598	909A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055619/909A_2008/2008	KM055619	909A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055645/909A_2008/2008	KM055645	909A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055599/930A_2008/2008	KM055599	930A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055620/930A_2008/2008	KM055620	930A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055650/930A_2008/2008	KM055650	930A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055600/940A_2008/2008	KM055600	940A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055621/940A_2008/2008	KM055621	940A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055636/940A_2008/2008	KM055636	940A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055601/945A_2008/2008	KM055601	945A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055622/945A_2008/2008	KM055622	945A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055637/945A_2008/2008	KM055637	945A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
