strain	accession	strain_name	date	host	country	virus	subtype	type	sequence_locus
nl63/MG428704/Kilifi_HH_5402_20_May_2010/2010	MG428704	Kilifi_HH_5402_20_May_2010	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG428699/Kilifi_HH_5709_19_May_2010/2010	MG428699	Kilifi_HH_5709_19_May_2010	2010-05-19	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY554967/N06_1144B/2016	KY554967	N06_1144B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY554968/N07_185B/2016	KY554968	N07_185B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY554969/N07_196B/2016	KY554969	N07_196B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY829118/N07_262B/2015	KY829118	N07_262B	2015-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY554970/N07_324B_182X/2016	KY554970	N07_324B_182X	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY554971/N07_468B_176X/2016	KY554971	N07_468B_176X	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY674916/N07_64B/2016	KY674916	N07_64B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY674915/N07_6B/2016	KY674915	N07_6B	2016-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765573/NL63/DEN/2005/1062/2005	JQ765573	NL63/DEN/2005/1062	2005-04-12	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900260/NL63/DEN/2005/1120/2005	JQ900260	NL63/DEN/2005/1120	2005-04-25	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765574/NL63/DEN/2005/1862/2005	JQ765574	NL63/DEN/2005/1862	2005-11-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765575/NL63/DEN/2005/1876/2005	JQ765575	NL63/DEN/2005/1876	2005-11-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765568/NL63/DEN/2005/193/2005	JQ765568	NL63/DEN/2005/193	2005-01-11	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765569/NL63/DEN/2005/232/2005	JQ765569	NL63/DEN/2005/232	2005-01-18	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765570/NL63/DEN/2005/235/2005	JQ765570	NL63/DEN/2005/235	2005-01-19	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765571/NL63/DEN/2005/271/2005	JQ765571	NL63/DEN/2005/271	2005-01-23	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900258/NL63/DEN/2005/291/2005	JQ900258	NL63/DEN/2005/291	2005-01-26	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765572/NL63/DEN/2005/347/2005	JQ765572	NL63/DEN/2005/347	2005-02-01	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900259/NL63/DEN/2005/449/2005	JQ900259	NL63/DEN/2005/449	2005-02-09	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765566/NL63/DEN/2008/16/2008	JQ765566	NL63/DEN/2008/16	2008-01-08	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765564/NL63/DEN/2009/14/2009	JQ765564	NL63/DEN/2009/14	2009-03-01	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765565/NL63/DEN/2009/15/2009	JQ765565	NL63/DEN/2009/15	2009-02-13	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765567/NL63/DEN/2009/20/2009	JQ765567	NL63/DEN/2009/20	2009-03-12	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900256/NL63/DEN/2009/22/2009	JQ900256	NL63/DEN/2009/22	2009-03-03	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900257/NL63/DEN/2009/31/2009	JQ900257	NL63/DEN/2009/31	2009-02-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ900255/NL63/DEN/2009/6/2009	JQ900255	NL63/DEN/2009/6	2009-02-25	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JQ765563/NL63/DEN/2009/9/2009	JQ765563	NL63/DEN/2009/9	2009-03-16	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862034/NL63/FRA_EPI/Caen/2004/01/2004	KY862034	NL63/FRA_EPI/Caen/2004/01	2004-10-11	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862033/NL63/FRA_EPI/Caen/2004/02/2004	KY862033	NL63/FRA_EPI/Caen/2004/02	2004-12-18	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862032/NL63/FRA_EPI/Caen/2005/03/2005	KY862032	NL63/FRA_EPI/Caen/2005/03	2005-01-24	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862031/NL63/FRA_EPI/Caen/2005/04/2005	KY862031	NL63/FRA_EPI/Caen/2005/04	2005-02-23	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862030/NL63/FRA_EPI/Caen/2008/05/2008	KY862030	NL63/FRA_EPI/Caen/2008/05	2008-02-15	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862029/NL63/FRA_EPI/Caen/2008/06/2008	KY862029	NL63/FRA_EPI/Caen/2008/06	2008-02-19	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862028/NL63/FRA_EPI/Caen/2009/07/2009	KY862028	NL63/FRA_EPI/Caen/2009/07	2009-01-08	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862027/NL63/FRA_EPI/Caen/2009/08/2009	KY862027	NL63/FRA_EPI/Caen/2009/08	2009-04-24	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862026/NL63/FRA_EPI/Caen/2010/09/2010	KY862026	NL63/FRA_EPI/Caen/2010/09	2010-10-05	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862025/NL63/FRA_EPI/Caen/2010/10/2010	KY862025	NL63/FRA_EPI/Caen/2010/10	2010-12-17	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862024/NL63/FRA_EPI/Caen/2011/11/2011	KY862024	NL63/FRA_EPI/Caen/2011/11	2011-02-21	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862023/NL63/FRA_EPI/Caen/2011/12/2011	KY862023	NL63/FRA_EPI/Caen/2011/12	2011-10-08	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862022/NL63/FRA_EPI/Caen/2012/13/2012	KY862022	NL63/FRA_EPI/Caen/2012/13	2012-02-01	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862021/NL63/FRA_EPI/Caen/2012/14/2012	KY862021	NL63/FRA_EPI/Caen/2012/14	2012-02-17	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862020/NL63/FRA_EPI/Caen/2013/15/2013	KY862020	NL63/FRA_EPI/Caen/2013/15	2013-03-20	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862019/NL63/FRA_EPI/Caen/2013/16/2013	KY862019	NL63/FRA_EPI/Caen/2013/16	2013-02-01	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862018/NL63/FRA_EPI/Caen/2014/17/2014	KY862018	NL63/FRA_EPI/Caen/2014/17	2014-03-16	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862017/NL63/FRA_EPI/Caen/2014/18/2014	KY862017	NL63/FRA_EPI/Caen/2014/18	2014-01-03	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862016/NL63/FRA_EPI/Caen/2015/19/2015	KY862016	NL63/FRA_EPI/Caen/2015/19	2015-01-05	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY862015/NL63/FRA_EPI/Caen/2015/20/2015	KY862015	NL63/FRA_EPI/Caen/2015/20	2015-02-15	Human	France	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530112/NL63/human/USA/0111_25/2001/2001	KF530112	NL63/human/USA/0111_25/2001	2001-11-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530105/NL63/human/USA/012_31/2001/2001	KF530105	NL63/human/USA/012_31/2001	2001-02-23	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530110/NL63/human/USA/838_9/1983/1983	KF530110	NL63/human/USA/838_9/1983	1983-08-16	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530106/NL63/human/USA/8712_17/1987/1987	KF530106	NL63/human/USA/8712_17/1987	1987-12-16	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530114/NL63/human/USA/891_4/1989/1989	KF530114	NL63/human/USA/891_4/1989	1989-01-03	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530108/NL63/human/USA/891_6/1989/1989	KF530108	NL63/human/USA/891_6/1989	1989-01-05	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530111/NL63/human/USA/901_24/1990/1990	KF530111	NL63/human/USA/901_24/1990	1990-01-05	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530109/NL63/human/USA/903_28/1990/1990	KF530109	NL63/human/USA/903_28/1990	1990-03-21	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530104/NL63/human/USA/904_20/1990/1990	KF530104	NL63/human/USA/904_20/1990	1990-04-26	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530113/NL63/human/USA/905_25/1990/1990	KF530113	NL63/human/USA/905_25/1990	1990-05-29	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KF530107/NL63/human/USA/911_56/1991/1991	KF530107	NL63/human/USA/911_56/1991	1991-01-24	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX504050/NL63/RPTEC/2004/2004	JX504050	NL63/RPTEC/2004	2004-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT381875/NL63/UF_1/2015/2015	KT381875	NL63/UF_1/2015	2015-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KU521535/NL63/UF_2/2015/2015	KU521535	NL63/UF_2/2015	2015-09-01	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX179500/NL63/UF_2/2015/2015	KX179500	NL63/UF_2/2015	2015-09-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/MN026166/NL63_KLF_01_2018/2018	MN026166	NL63_KLF_01_2018	2018-01-29	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MF996660/NL63/2014	MF996660	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
nl63/MF996661/NL63/2015	MF996661	NL63	2015-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
nl63/MF996662/NL63/2014	MF996662	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
nl63/MF996663/NL63/2014	MF996663	NL63	2014-XX-XX	Human	China	unidentified_human_coronavirus	nl63	alpha	full
